Image_Index,node_0,node_1,node_2,node_3,node_4,node_5,node_6,node_7,node_8,node_9,node_10,node_11,node_12,node_13,node_14,node_15,node_16,node_17,node_18,node_19,node_20,node_21,node_22,node_23,node_24,node_25,node_26,node_27,node_28,node_29,node_30,node_31,node_32,node_33,node_34,node_35,node_36,node_37,node_38,node_39,node_40,node_41,node_42,node_43,node_44,node_45,node_46,node_47,node_48,node_49,node_50,node_51,node_52,node_53,node_54,node_55,node_56,node_57,node_58,node_59,node_60,node_61,node_62,node_63,node_64,node_65,node_66,node_67,node_68,node_69,node_70,node_71,node_72,node_73,node_74,node_75,node_76,node_77,node_78,node_79,node_80,node_81,node_82,node_83,node_84,node_85,node_86,node_87,node_88,node_89,node_90,node_91,node_92,node_93,node_94,node_95,node_96,node_97,node_98,node_99,node_100,node_101,node_102,node_103,node_104,node_105,node_106,node_107,node_108,node_109,node_110,node_111,node_112,node_113,node_114,node_115,node_116,node_117,node_118,node_119,node_120,node_121,node_122,node_123,node_124,node_125,node_126,node_127,node_128,node_129,node_130,node_131,node_132,node_133,node_134,node_135,node_136,node_137,node_138,node_139,node_140,node_141,node_142,node_143,node_144,node_145,node_146,node_147,node_148,node_149,node_150,node_151,node_152,node_153,node_154,node_155,node_156,node_157,node_158,node_159,node_160,node_161,node_162,node_163,node_164,node_165,node_166,node_167,node_168,node_169,node_170,node_171,node_172,node_173,node_174,node_175,node_176,node_177,node_178,node_179,node_180,node_181,node_182,node_183,node_184,node_185,node_186,node_187,node_188,node_189,node_190,node_191,node_192,node_193,node_194,node_195
677,0.40097025,0.5038111,0.7011132,0.0,0.6793173,0.31341392,0.19595823,0.5626091,0.0,0.005784684,0.0,0.6696816,0.2113812,0.0,0.35409278,0.0,0.07741803,0.62917346,0.51973104,1.1447347,0.0,0.0,0.0,0.0,0.42240918,0.9578001,0.23519012,1.0090215,0.0,0.120487414,0.29946688,0.3400758,0.0615868,0.68476224,0.0,0.31493282,0.5570429,0.0,0.0,0.0,0.76593906,0.0,0.22760984,0.0,0.0,0.076620124,0.29314452,0.5045902,0.0,0.0,0.25226292,0.67197734,0.18948415,0.29209536,0.5514827,0.67935747,0.2757337,0.5245528,0.42626768,0.4876219,0.041732773,0.0,0.8074155,0.0,0.0,0.4815373,0.42561585,0.0,0.0,0.68749213,0.4513295,0.0,0.0,1.0377486,0.10187757,0.042540565,0.0,0.0,0.5071035,0.0,0.94012535,0.0,0.3222022,0.53737074,0.2849428,0.0,0.0,0.521442,0.8035442,0.7030123,0.0,0.07541591,0.0,0.23510557,0.20663318,0.0,0.0,0.17088874,0.6899034,0.7177338,0.37320125,0.6859425,0.5492289,0.68410933,1.1800739,1.1042222,0.3547849,0.0,0.0,0.74571836,0.33060035,0.0,0.016697701,0.48685578,0.42296207,0.39053428,0.573899,0.0,0.0,0.36250898,0.10466009,0.0,0.07830252,0.0,0.19595486,0.2676023,0.23652357,0.38377282,0.0,0.78850776,0.033203956,0.52053916,0.22611871,0.34593663,0.4137835,0.0,0.5793085,0.0,0.07193836,0.11194401,0.6337068,0.24199747,0.31071427,0.63410103,0.14201558,0.23336467,0.0,0.54753613,0.15394205,0.3289962,0.098431416,0.4025134,0.0,0.605047,0.0,0.7161219,0.9720735,0.4580737,1.2038347,0.3358815,0.23361647,0.3245444,0.058267944,0.0,0.0,0.0,0.14997096,0.75450385,0.0,0.06003786,0.061934657,0.0,0.041981384,0.076816194,0.0,0.0,0.5226599,0.51843,0.5607579,0.0,0.025891338,0.34932387,0.21556817,0.0,0.0,0.29862463,0.20591243,0.0,0.0,0.0,0.0,0.0,0.62172407,0.58825856,0.0,0.0
683,0.08307134,0.5766553,0.48637554,0.0,0.5765514,0.34692845,0.08428501,0.7686735,0.0,0.0,0.0,0.5474696,0.20248747,0.0,0.30576468,0.27699444,0.0,0.7764819,0.6910741,0.94445896,0.0,0.0,0.0,0.0,0.3096654,0.6868747,0.097899996,0.93134916,0.0,0.0154468035,0.52484703,0.45471796,0.047181085,0.7758683,0.0,0.43213493,0.28060225,0.1588191,0.0,0.0,0.5288782,0.0,0.45048535,0.0,0.0,0.101232305,0.6395514,0.38899246,0.0,0.0,0.4617141,0.20975359,0.2112649,0.22551054,0.3533013,0.6358728,0.4817921,0.35765356,0.50147986,0.6990554,0.22123575,0.0,0.52879226,0.086876266,0.0,0.24589878,0.55139965,0.0,0.0,0.64712065,0.5691039,0.0,0.0,0.8423758,0.0,0.25165635,0.0,0.0,0.6818013,0.0,0.52723634,0.0,0.042689167,0.44195732,0.03426548,0.0,0.0,0.26019555,0.6118835,0.67440295,0.01548015,0.0,0.0,0.13716221,0.27280152,0.0,0.0,0.054536708,0.55257136,0.55831325,0.2614863,0.41922352,0.7888037,0.31239888,1.2583836,0.87998056,0.02386427,0.0,0.0069581354,0.75133896,0.0,0.032518815,0.22219652,0.6341738,0.46449977,0.28836468,0.74086154,0.0,0.0,0.055238552,0.008975606,0.0,0.15541685,0.0,0.0,0.4071755,0.14587428,0.36875844,0.0,0.58089167,0.0,0.544367,0.474567,0.32418314,0.13341251,0.03993973,0.75812256,0.0,0.17744242,0.038056176,0.43986198,0.23975815,0.40473998,0.7278836,0.12863217,0.026333207,0.0,0.5377871,0.2873834,0.29283077,0.2210226,0.4490863,0.0,0.38668066,0.0,0.78609633,0.89851356,0.080430135,0.91769236,0.28301483,0.0,0.42705932,0.3102409,0.30201557,0.0,0.12414089,0.23311722,0.52621704,0.0,0.1290012,0.0,0.0,0.0,0.0,0.0,0.30077255,0.34636495,0.2891852,0.3278891,0.0,0.0024814056,0.53985417,0.073188305,0.0,0.0,0.23490442,0.17377476,0.0051915646,0.0,0.0,0.03607245,0.0,0.7264256,0.39797089,0.0,0.0
686,0.09741127,0.55518585,0.6009364,0.0,0.71420175,0.5267464,0.30357546,0.80891025,0.0,0.0,0.0,0.8159389,0.17414644,0.0,0.38567048,0.16045888,0.07641384,0.91579247,0.6404542,1.0625314,0.0,0.0,0.0,0.0,0.4921531,0.98738253,0.18161005,1.0338144,0.0,0.058821455,0.3708831,0.41606104,0.0673509,0.6076341,0.0,0.41662693,0.5306348,0.004285312,0.0,0.0,0.6319288,0.0,0.27303693,0.0,0.10104864,0.1578865,0.51686114,0.5075027,0.0,0.0,0.34103483,0.64590466,0.0,0.28036892,0.6090485,0.79918754,0.40840286,0.5937102,0.41926062,0.8628151,0.14549008,0.0,1.0573099,0.06416912,0.0,0.45545968,0.44860896,0.0,0.0,0.4785175,0.4817676,0.0,0.0,1.0769527,0.0,0.22714871,0.021498661,0.0,0.6921134,0.0,0.84668505,0.0,0.29458746,0.5649478,0.13186172,0.0,0.0,0.4631752,0.7437961,0.43990278,0.04155877,0.039573602,0.0,0.39105245,0.42231506,0.0,0.0,0.6818603,0.91561455,0.8215775,0.62454045,0.8181104,0.6203109,0.714765,1.5231973,1.0087069,0.22474046,0.0,0.0,0.6429301,0.29763648,0.0,0.1120724,0.41292518,0.38412648,0.3787319,0.8783898,0.0,0.0,0.48647004,0.0,0.0,0.0,0.0,0.15589312,0.13196489,0.1698815,0.29670873,0.0,0.6396598,0.0,0.80775195,0.31852528,0.17040604,0.46527535,0.014347044,0.48882547,0.0,0.16166414,0.014607847,0.8016954,0.10955291,0.52921635,0.40059775,0.12889943,0.065414496,0.0,0.58884186,0.09367528,0.35660127,0.41940388,0.76531136,0.0,0.4267909,0.0,0.5505346,1.0325437,0.2972476,0.98345,0.38827333,0.25155744,0.20222215,0.29947627,0.14388981,0.0,0.16683915,0.2366051,0.7176733,0.0,0.25320357,0.1950566,0.0,0.0,0.0,0.0,0.0051047653,0.37877154,0.7479323,0.209604,0.0,0.0388652,0.6975524,0.25989643,0.0,0.0,0.016637396,0.19633694,0.0,0.0,0.0,0.0,0.0,0.58584356,0.39743295,0.0,0.0
687,0.5238851,0.61499554,0.5652363,0.0,0.59111935,0.51444626,0.24449217,1.0542454,0.21506101,0.0,0.0,0.871317,0.12831292,0.015227807,0.2945693,0.5782105,0.0,0.69141006,0.78547144,0.7162346,0.0,0.0,0.013301346,0.0,0.4593562,0.45890668,0.026877522,0.8623247,0.0,0.0,0.47518066,0.35473502,0.15573016,0.43165013,0.0,0.0,0.055697452,0.0,0.0,0.0,0.4198572,0.0,0.29586506,0.0,0.11695281,0.06777631,0.7640133,0.49366844,0.082077205,0.0,0.6923374,0.5844149,0.0,0.61833155,0.34433746,0.947786,0.30705413,0.3933969,0.46227807,0.763246,0.32249752,0.0,0.8923146,0.09246437,0.0,0.6942085,0.5985158,0.0,0.47362226,0.7250624,0.5646545,0.14679947,0.0,0.628534,0.09633358,0.7284315,0.24427624,0.0,0.94871676,0.0,0.797745,0.06692879,0.31983998,0.39022455,0.5130981,0.0,0.08788872,0.4177222,0.7856832,0.5836674,0.0714587,0.0,0.0,0.29970136,0.053128753,0.0,0.0,0.54926693,0.7890368,0.86027306,0.7291715,0.61478347,0.7683428,0.46425045,1.6534643,1.2694477,0.3108289,0.06875575,0.0,0.9460533,0.32318616,0.0065297247,0.5488671,0.3150722,0.23787095,0.3287893,0.55107325,0.0,0.0,0.17286715,0.14331374,0.0,0.0,0.0,0.0,0.103871346,0.0,0.004718353,0.0,0.79871285,0.0,0.67219734,0.21115395,0.10176518,0.28504395,0.0,0.5778776,0.0,0.43713343,0.15793231,0.53862876,0.5283152,0.49583542,0.57461786,0.40476534,0.0,0.0,0.27439466,0.31115267,0.3242059,0.3521859,0.67416376,0.0,0.26595286,0.0,0.46067724,1.0562398,0.1146294,0.9135495,0.5429096,0.073231064,0.17402902,0.076615825,0.2699406,0.0,0.37275743,0.39733952,0.5141835,0.0,0.09848535,0.21944128,0.0,0.20157778,0.0036993865,0.0,0.056627966,0.4062537,0.68827814,0.0,0.0,0.06549038,0.6064531,0.16397643,0.0,0.0,0.29254848,0.140991,0.0,0.0,0.0,0.0,0.0,0.8932792,0.37798133,0.0,0.0
699,0.26837033,0.8645733,0.44280207,0.0,0.38649186,0.33277634,0.2872582,0.6811491,0.32298946,0.13696343,0.0,0.7266127,0.13588226,0.12361607,0.32953662,0.5512892,0.0,0.61832994,0.6753738,0.70720637,0.0,0.0,0.22566831,0.0,0.3562459,0.6669377,0.16642417,0.89052683,0.0,0.12810199,0.3896798,0.22630277,0.36166897,0.4297875,0.03499017,0.2804183,0.11317845,0.0,0.0,0.0,0.5289846,0.0,0.16959299,0.0,0.0,0.0,0.5927047,0.5135164,0.0,0.0,0.61468416,0.35692275,0.03009632,0.26877326,0.15613519,0.7151594,0.38352168,0.34276503,0.5320456,0.6734253,0.5396657,0.0,0.7508526,0.0,0.0,0.3908205,0.66226345,0.0,0.26906013,0.6399729,0.5658073,0.3323586,0.0,0.6278239,0.037029788,0.64054084,0.0,0.0,0.7440564,0.0,0.8842745,0.16489473,0.0,0.23679331,0.34904233,0.0,0.21508354,0.025341997,0.6404025,0.591812,0.15884683,0.0,0.0,0.37053806,0.28242183,0.0,0.0,0.49005964,0.75108254,0.55404234,0.27939904,0.78559905,0.7158682,0.32482797,1.6356621,0.8018859,0.09472862,0.10213041,0.0,0.5359203,0.2344735,0.0,0.13765545,0.47570744,0.5091596,0.058389485,0.5056153,0.0,0.0,0.0,0.01453634,0.0,0.0,0.0,0.0,0.044072296,0.092510365,0.0975916,0.046038136,0.48246083,0.0,0.5331545,0.36642998,0.20676115,0.25319922,0.0,0.575223,0.0,0.4105845,0.0,0.4683729,0.13394065,0.5176207,0.42556828,0.3153209,0.0,0.0,0.22138774,0.22512399,0.24542809,0.38976902,0.38006148,0.0,0.2995764,0.0,0.8831217,0.8811481,0.07694115,0.6204868,0.40958443,0.0,0.40884984,0.27110195,0.14916198,0.0,0.77961963,0.37140682,0.4307059,0.0,0.13229515,0.1884926,0.0,0.2045443,0.0,0.0,0.0,0.35210198,0.43015015,0.0,0.0,0.14805365,0.735649,0.0,0.0,0.0,0.46582466,0.0681261,0.041614674,0.0,0.0,0.0,0.0,0.7449904,0.4060584,0.0,0.0
727,0.35225478,0.5148104,0.31200734,0.0,0.95853955,0.36248586,0.067975,1.003071,0.0,0.0,0.0,0.8130799,0.31577036,0.0,0.32954776,0.35240456,0.0,0.8083469,0.90795517,1.0540239,0.0,0.0,0.0,0.0,0.4390061,0.67134863,0.032786872,0.9756537,0.0,0.0,0.38615596,0.5419339,0.0,0.7902234,0.0,0.03504428,0.36292756,0.0,0.0,0.0,0.4827016,0.0,0.47396445,0.0,0.10204135,0.44107023,0.6039476,0.3472122,0.00097320415,0.0,0.5244836,0.6686347,0.0,0.70487636,0.49500126,1.0399576,0.4142778,0.27491692,0.31257957,0.5187949,0.32456586,0.0,0.7985795,0.03891967,0.0,0.79442286,0.37777022,0.0,0.13427876,0.8200642,0.5658737,0.029243693,0.0,0.96854085,0.08488043,0.1984606,0.26160425,0.0,0.8720717,0.0,0.87085533,0.0,0.4459199,0.61036503,0.45523104,0.0,0.0,0.458578,1.0041296,0.35555926,0.005042568,0.0888667,0.0,0.22224568,0.08921254,0.0,0.0,0.57633567,0.8680593,0.81913906,0.7778684,0.5797055,0.6334901,0.27801242,1.4304138,1.2358439,0.4614081,0.0,0.0,0.6428784,0.1934641,0.0,0.38344455,0.2794638,0.29321557,0.4223283,0.7843966,0.0,0.0,0.601236,0.08716292,0.0,0.0,0.0,0.09576172,0.42295542,0.34312895,0.03771845,0.0,0.8977301,0.07134686,0.66068006,0.36941573,0.114549324,0.4798058,0.15388577,0.60115093,0.0,0.34244972,0.30505273,0.5299173,0.3910807,0.5205348,0.84124583,0.3381111,0.11607709,0.0,0.29598314,0.26720384,0.40283677,0.48947674,0.6272369,0.0,0.4838857,0.0,0.50702596,1.0079137,0.20373401,1.1079804,0.28858614,0.2277347,0.1914643,0.057284188,0.26044083,0.0,0.0807332,0.26821005,0.734402,0.0,0.20493269,0.30611205,0.0,0.0,0.14345762,0.0,0.35068697,0.33278748,0.617971,0.0,0.0,0.053643838,0.5842095,0.3501013,0.0,0.0,0.25340545,0.31532836,0.0,0.0,0.0,0.0,0.0,0.6268301,0.40667927,0.0,0.0
734,0.08533869,0.5544792,0.44168377,0.0,0.7005083,0.26341236,0.087045416,0.7803252,0.0,0.0,0.0,0.6658869,0.28813368,0.0,0.29541266,0.20034413,0.0,0.64519995,0.70032674,0.97080016,0.0,0.0,0.0,0.0,0.4944763,0.80402917,0.16401602,1.004586,0.0,0.0,0.4600143,0.4895214,0.0,0.7247265,0.0,0.5275933,0.3130972,0.09691586,0.0,0.0,0.45030126,0.0,0.3275314,0.0,0.0,0.19490948,0.5271493,0.4340353,0.0,0.0,0.4345943,0.31881902,0.16495842,0.2613393,0.43351054,0.60652596,0.38547716,0.49492207,0.4987843,0.6224565,0.23988655,0.0,0.6604286,0.01711889,0.0,0.31903985,0.63465285,0.0,0.0,0.6303901,0.54696286,0.0,0.0,0.9584073,0.0,0.26239124,0.0,0.0,0.63145953,0.0,0.7137029,0.0,0.13550517,0.4199759,0.042286277,0.0,0.0,0.31628892,0.7504607,0.5937236,0.0,0.0,0.0,0.21701048,0.31973478,0.0,0.0,0.3554704,0.70542085,0.5743823,0.56555855,0.6719185,0.6641856,0.36627492,1.2206157,0.86473405,0.040769946,0.11576315,0.0012057703,0.61432415,0.1420333,0.0,0.16031417,0.5300769,0.32301176,0.32244653,0.61742157,0.0,0.0,0.15079057,0.0,0.0,0.18625207,0.0,0.0,0.32299057,0.28018683,0.3130793,0.0,0.7007185,0.0,0.63295275,0.481162,0.26464927,0.28825238,0.104704715,0.5636038,0.0,0.26954663,0.02673354,0.5666246,0.24011667,0.47261304,0.6542161,0.28119567,0.0,0.0,0.46933702,0.23765667,0.31333247,0.3036365,0.3876609,0.0,0.3152115,0.0,0.60968745,0.8932534,0.07572569,0.8288974,0.30982566,0.0,0.23677784,0.10989458,0.018945502,0.0,0.18456054,0.1914469,0.59454626,0.0,0.062111802,0.0,0.0,0.07706887,0.0,0.0,0.15685922,0.42010367,0.38836727,0.37109157,0.0,0.00915661,0.53660375,0.16084257,0.0,0.0,0.24942453,0.25284576,0.0,0.0,0.0,0.0,0.0,0.633079,0.4520882,0.0,0.0
747,0.37642747,0.7164033,0.59282875,0.0,0.69423443,0.60544443,0.0,0.7561085,0.14523132,0.0,0.0,0.9094758,0.22805291,0.0,0.35210055,0.59601676,0.0,1.1384146,0.75049347,1.0633608,0.0,0.0,0.0,0.0,0.01705379,0.67698884,0.0,1.2206708,0.0,0.35964537,0.41865686,0.6000115,0.23083158,0.539202,0.0,0.22887723,0.48662958,0.0,0.0,0.0,1.0651748,0.0,0.36323953,0.0,0.0,0.21566938,0.4986899,0.26817286,0.089811414,0.0,0.37709036,0.33221504,0.19579718,0.7058526,0.32464474,1.0994684,0.38880098,0.22520041,0.4211437,0.85853505,0.0,0.0,0.65695757,0.16669598,0.021980584,1.0182481,0.35751554,0.0,0.40113556,0.41331202,0.68521255,0.33494407,0.0,0.733414,0.07212156,0.3477259,0.008546762,0.0,0.9509904,0.0,1.0647962,0.0,0.2509175,0.43702075,0.4369538,0.0,0.0,0.16505319,0.90248746,0.50060457,0.096208334,0.0,0.0,0.34294397,0.25485405,0.0,0.0,0.5464902,0.6859906,0.96182215,0.6903244,0.7094356,0.5767536,0.45828506,1.8804696,1.284677,0.39168233,0.0,0.0,0.62037045,0.0,0.023440044,0.7006068,0.45206186,0.471138,0.5163999,0.82111686,0.0,0.0,0.39873776,0.27780482,0.0,0.0,0.0,0.17563891,0.036502443,0.38952115,0.023671187,0.0,0.73149335,0.029652566,0.7280952,0.25952005,0.0,0.4436436,0.03919033,0.70141584,0.0,0.41782904,0.25666383,0.50862175,0.3253141,0.8917514,0.6578379,0.068425745,0.12648873,0.0,0.38432622,0.4778219,0.5031541,0.25915536,0.7366533,0.0,0.72545546,0.0,0.54278976,1.0938479,0.22664873,1.4578744,0.49668437,0.18945637,0.01698504,0.07280226,0.32475364,0.0,0.28815663,0.23114888,0.7131771,0.0,0.2142869,0.22892644,0.0,0.029021552,0.14164819,0.0,0.38254943,0.2166431,0.8268849,0.0,0.0,0.29731897,0.8449943,0.031167077,0.0,0.0,0.4243787,0.37984377,0.0,0.0,0.0,0.0,0.0,0.5327952,0.51726973,0.0,0.0
753,0.09814486,0.5760074,0.3870081,0.0,0.9225569,0.34929192,0.084024556,0.78993917,0.0,0.0,0.0,0.5885778,0.29588073,0.07246526,0.33864886,0.21939789,0.0,0.75265694,0.915998,1.111869,0.0,0.0,0.0,0.025530273,0.6267741,0.8948448,0.20791017,1.062284,0.0,0.0,0.43456027,0.49560106,0.04160389,0.80361974,0.0,0.4431749,0.35815394,0.017430896,0.0,0.0,0.588974,0.0,0.22576556,0.0,0.041060533,0.18032974,0.5764401,0.51613176,0.0,0.0,0.5533062,0.54000926,0.0,0.25792298,0.44459045,0.7647998,0.24449159,0.56839406,0.2851101,0.8082169,0.36445376,0.0,0.96604943,0.10061215,0.0,0.4200161,0.63543797,0.0,0.0,0.75759953,0.23785433,0.0,0.0,0.9947829,0.0,0.27166483,0.06401851,0.0,0.68552405,0.0,0.88999057,0.0,0.34059894,0.5840203,0.13390243,0.0,0.0,0.43494555,0.69067043,0.5759529,0.0,0.08760502,0.0,0.37007597,0.28389344,0.0,0.0,0.45507157,0.94146025,0.847516,0.5534412,0.50951207,0.75678396,0.4325221,1.2866746,0.99299926,0.2176033,0.0,0.0,0.7673612,0.22693558,0.0,0.07036121,0.5706806,0.278161,0.3260108,0.82853997,0.0,0.0,0.22919807,0.0,0.0,0.0,0.0,0.044971664,0.12561761,0.11653876,0.42351335,0.0,0.6915636,0.0,0.6184481,0.562351,0.30251604,0.51522964,0.02453279,0.78665614,0.0,0.26066506,0.12345367,0.6165872,0.24915902,0.27872896,0.66426295,0.26201418,0.0940869,0.0,0.41068396,0.07191921,0.21896721,0.33603626,0.68507355,0.0,0.40429953,0.0,0.6730279,0.9914192,0.25382408,0.9130839,0.45973575,0.0,0.23965032,0.13248372,0.13728103,0.0,0.0975049,0.23284443,0.50780326,0.0,0.20373692,0.06902645,0.0,0.0755262,0.004135797,0.0,0.043973356,0.23057854,0.64485824,0.28432822,0.0,0.0,0.45754135,0.18516949,0.0,0.0,0.10507991,0.01627769,0.0,0.0,0.0,0.0,0.0,0.7301601,0.5174643,0.0,0.0
780,0.030578334,0.87016946,0.47587365,0.0,0.37586695,0.45073223,0.17382714,0.7329897,0.0,0.0,0.0,0.94630945,0.16402465,0.0,0.101088464,0.16014999,0.0502322,0.5761333,0.9247828,0.655769,0.005453917,0.0,0.0,0.032553453,0.4143014,0.64184463,0.049369164,0.7736857,0.0,0.0,0.49974972,0.45193285,0.20783104,0.51188433,0.09247734,0.37188643,0.32779014,0.0,0.0,0.0,0.78326863,0.0,0.13271335,0.0,0.15896377,0.0,0.547209,0.47088182,0.0,0.042419724,0.40007484,0.21504244,0.032152094,0.19169118,0.2088807,0.78901553,0.15816203,0.47139257,0.2854604,0.5070059,0.0,0.0,0.7531041,0.0,0.0,0.35687795,0.66619414,0.0,0.0,0.6655859,0.5907447,0.087499544,0.0,0.8186359,0.0,0.3841026,0.056224223,0.0,0.3982758,0.0,1.0165284,0.13263027,0.0,0.45897892,0.18793146,0.0,0.012849069,0.32930216,0.80986464,0.4393369,0.0,0.0,0.0,0.22429068,0.063487805,0.0,0.0,0.13019568,0.61646086,0.682099,0.27490452,0.36099717,0.7978861,0.3125438,1.5441425,1.1780003,0.0,0.0,0.0,0.687701,0.087301075,0.02348907,0.12792388,0.762531,0.57199204,0.21237087,0.43876445,0.0,0.0,0.0,0.10943699,0.0,0.0,0.0,0.19521895,0.28108072,0.13572834,0.32166865,0.0,0.5176747,0.0,0.52799225,0.5608874,0.28271148,0.17973575,0.0,0.5772581,0.0,0.19572863,0.0,0.3982056,0.087103635,0.5623661,0.62513965,0.19128484,0.0,0.0,0.4864679,0.08250057,0.463633,0.08056817,0.35270324,0.0,0.49622858,0.0,0.91164124,0.760089,0.5596232,1.1347015,0.28900576,0.0,0.22644687,0.11946549,0.0,0.0678311,0.21141042,0.22887306,0.56046253,0.0,0.019543994,0.0,0.0,0.37844193,0.061676443,0.0,0.25552052,0.40903124,0.3554417,0.4335011,0.0,0.17009617,0.63901633,0.030662516,0.0,0.0,0.5543248,0.19290088,0.0,0.0,0.0,0.0,0.0,0.6346693,0.163614,0.0,0.0
782,0.27595806,0.7236458,0.4049091,0.0,0.7638414,0.4051691,0.23913544,1.0602753,0.0,0.0,0.0,0.67668587,0.25955343,0.0,0.19290145,0.42971727,0.024512833,0.41321576,0.90659344,0.71412826,0.0,0.0,0.0,0.0,1.0459871,0.7553933,0.0,0.8566062,0.0,0.0,0.25671893,0.5416968,0.0,0.71871823,0.0,0.21938469,0.32167286,0.0,0.0,0.0,0.20625927,0.0,0.14697279,0.0,0.12069481,0.0,0.81392246,0.49737704,0.0,0.0,0.66726387,0.66908956,0.009249844,0.5086268,0.4319523,0.7356282,0.1712256,0.47361302,0.44847584,0.64313483,0.4915312,0.0,0.90216047,0.0,0.0,0.1423628,0.64219093,0.0,0.0,1.1006502,0.23481266,0.0,0.0,0.8652055,0.0,0.53548884,0.14776887,0.0,0.7552754,0.0,0.78694606,0.0,0.105188265,0.45956004,0.49834657,0.0,0.0,0.34012914,0.761042,0.72692615,0.15297326,0.0,0.0,0.3005116,0.16366357,0.0,0.0,0.10262165,0.907243,0.7838859,0.5666146,0.85241073,1.0783645,0.3810741,1.0949105,1.2109411,0.26766312,0.0,0.0,0.97287107,0.35769737,0.08765981,0.23180372,0.6015565,0.06880973,0.29766798,0.7309294,0.0,0.0,0.12922874,0.0,0.0,0.0,0.0,0.07281449,0.2543966,0.0052371607,0.30460992,0.0,0.8041112,0.0,0.5679721,0.5292946,0.27166215,0.3469626,0.0,0.77672875,0.0,0.19359963,0.27766994,0.60706,0.19311622,0.28488883,0.69725275,0.33878455,0.00030016527,0.0,0.26516467,0.0,0.23428191,0.45300627,0.51084846,0.0,0.054419115,0.0,0.8060838,1.098876,0.32877955,0.96351653,0.31230634,0.0,0.2768097,0.0,0.0,0.0,0.22541991,0.12563284,0.7048151,0.0,0.0024659033,0.15446983,0.0,0.21071352,0.0,0.0,0.0,0.5920169,0.39311537,0.24829257,0.0,0.0,0.4196311,0.14553733,0.0,0.0,0.13268158,0.1361735,0.16237079,0.0,0.0,0.0,0.0,1.0443732,0.42997757,0.0,0.0
792,0.32342395,0.83543855,0.38460708,0.0,0.57068586,0.23362869,0.0,0.9853772,0.0,0.0,0.0,0.9706152,0.37702328,0.0,0.19236477,0.43720722,0.0,0.9342107,0.96481246,0.83146,0.0,0.0,0.0,0.0,0.336325,0.62360495,0.0,1.2261599,0.0,0.2435962,0.44760734,0.25128746,0.0,0.33711106,0.22332971,0.14604676,0.3585217,0.0,0.0,0.0,0.7145801,0.0,0.10934532,0.0,0.21652138,0.40116468,0.5338749,0.36891073,0.016618988,0.0,0.28414425,0.6194156,0.0,0.5331444,0.014641911,1.2624595,0.2946592,0.46057898,0.0,0.873897,0.12196581,0.0,0.9549519,0.0964001,0.0,0.97878885,0.3292405,0.0,0.18656017,0.4268123,0.5745074,0.35011742,0.0,0.5308501,0.06268725,0.33639792,0.18746385,0.0,0.5833301,0.0,1.1321653,0.0,0.024845038,0.48444888,0.64630723,0.0,0.0,0.61489743,0.76323026,0.22306554,0.077495515,0.018178333,0.0,0.3554977,0.0,0.0,0.0,0.417554,0.92271763,0.89893115,0.6733593,0.5927273,0.7579107,0.49054173,1.962406,1.5305111,0.30604917,0.0,0.0,0.55531347,0.15109655,0.03215019,0.41224644,0.6849314,0.22200675,0.23690195,0.8846751,0.0,0.0,0.4469839,0.41627195,0.0,0.0,0.0,0.25792125,0.0,0.35927442,0.121702425,0.10757643,0.9064786,0.17427282,0.6909842,0.4055702,0.22665352,0.51731855,0.015868895,0.66289645,0.0,0.102889284,0.2237378,0.5758065,0.20755811,0.73933613,0.6262907,0.06102421,0.0,0.0,0.27877083,0.32944864,0.39973143,0.28538236,0.74649346,0.0,0.70032966,0.03544713,0.4308206,0.8988926,0.5341489,1.2816856,0.29482377,0.13342796,0.03046465,0.0,0.3427584,0.0,0.2832874,0.35283974,0.6591509,0.0,0.22542974,0.4249196,0.0,0.16356423,0.09216487,0.0,0.35231426,0.2127346,0.7128638,0.0,0.0,0.3203545,0.7190449,0.016905416,0.0,0.0,0.38846415,0.3090478,0.0,0.0,0.0,0.0,0.0,0.4499995,0.2527249,0.0,0.0
